:START_ID,:END_ID,:TYPE
food_0397,addr_0397,Address
food_0398,addr_0398,Address
food_0399,addr_0399,Address
food_0400,addr_0400,Address
food_0401,addr_0401,Address
food_0402,addr_0402,Address
food_0403,addr_0403,Address
food_0404,addr_0404,Address
food_0405,addr_0405,Address
food_0406,addr_0406,Address
food_0407,addr_0407,Address
food_0408,addr_0408,Address
food_0409,addr_0409,Address
food_0410,addr_0410,Address
food_0411,addr_0411,Address
food_0412,addr_0412,Address
food_0413,addr_0413,Address
food_0414,addr_0414,Address
food_0415,addr_0415,Address
food_0416,addr_0416,Address
food_0417,addr_0417,Address
food_0418,addr_0418,Address
food_0419,addr_0419,Address
food_0420,addr_0420,Address
food_0421,addr_0421,Address
food_0422,addr_0422,Address
food_0423,addr_0423,Address
food_0424,addr_0424,Address
food_0425,addr_0425,Address
food_0426,addr_0426,Address
food_0427,addr_0427,Address
food_0428,addr_0428,Address
food_0429,addr_0429,Address
food_0430,addr_0430,Address
food_0431,addr_0431,Address
food_0432,addr_0432,Address
food_0433,addr_0433,Address
food_0434,addr_0434,Address
food_0435,addr_0435,Address
food_0436,addr_0436,Address
food_0437,addr_0437,Address
food_0438,addr_0438,Address
food_0439,addr_0439,Address
food_0440,addr_0440,Address
food_0441,addr_0441,Address
food_0442,addr_0442,Address
food_0443,addr_0443,Address
food_0444,addr_0444,Address
food_0445,addr_0445,Address
food_0446,addr_0446,Address
food_0447,addr_0447,Address
food_0448,addr_0448,Address
food_0449,addr_0449,Address
food_0450,addr_0450,Address
food_0451,addr_0451,Address
food_0452,addr_0452,Address
food_0453,addr_0453,Address
food_0454,addr_0454,Address
food_0455,addr_0455,Address
food_0456,addr_0456,Address
food_0457,addr_0457,Address
food_0458,addr_0458,Address
food_0459,addr_0459,Address
food_0460,addr_0460,Address
food_0461,addr_0461,Address
food_0462,addr_0462,Address
food_0463,addr_0463,Address
food_0464,addr_0464,Address
food_0465,addr_0465,Address
food_0466,addr_0466,Address
food_0467,addr_0467,Address
food_0468,addr_0468,Address
food_0469,addr_0469,Address
food_0470,addr_0470,Address
food_0471,addr_0471,Address
food_0472,addr_0472,Address
food_0473,addr_0473,Address
food_0474,addr_0474,Address
food_0475,addr_0475,Address
food_0476,addr_0476,Address
food_0477,addr_0477,Address
food_0478,addr_0478,Address
food_0479,addr_0479,Address
food_0480,addr_0480,Address
food_0481,addr_0481,Address
food_0482,addr_0482,Address
food_0483,addr_0483,Address
food_0484,addr_0484,Address
food_0485,addr_0485,Address
food_0486,addr_0486,Address
food_0487,addr_0487,Address
food_0488,addr_0488,Address
food_0489,addr_0489,Address
food_0490,addr_0490,Address
food_0491,addr_0491,Address
food_0492,addr_0492,Address
food_0493,addr_0493,Address
food_0494,addr_0494,Address
food_0495,addr_0495,Address
food_0496,addr_0496,Address
food_0497,addr_0497,Address
food_0498,addr_0498,Address
food_0499,addr_0499,Address
food_0500,addr_0500,Address
food_0501,addr_0501,Address
food_0502,addr_0502,Address
food_0503,addr_0503,Address
food_0504,addr_0504,Address
food_0505,addr_0505,Address
food_0506,addr_0506,Address
food_0507,addr_0507,Address
food_0508,addr_0508,Address
food_0509,addr_0509,Address
food_0510,addr_0510,Address
food_0511,addr_0511,Address
food_0512,addr_0512,Address
food_0513,addr_0513,Address
food_0514,addr_0514,Address
food_0515,addr_0515,Address
food_0516,addr_0516,Address
food_0517,addr_0517,Address
food_0518,addr_0518,Address
food_0519,addr_0519,Address
food_0520,addr_0520,Address
food_0521,addr_0521,Address
food_0522,addr_0522,Address
food_0523,addr_0523,Address
food_0524,addr_0524,Address
food_0525,addr_0525,Address
food_0526,addr_0526,Address
food_0527,addr_0527,Address
food_0528,addr_0528,Address
food_0529,addr_0529,Address
food_0530,addr_0530,Address
food_0531,addr_0531,Address
food_0532,addr_0532,Address
food_0533,addr_0533,Address
food_0534,addr_0534,Address
food_0535,addr_0535,Address
food_0536,addr_0536,Address
food_0537,addr_0537,Address
food_0538,addr_0538,Address
food_0539,addr_0539,Address
food_0540,addr_0540,Address
food_0541,addr_0541,Address
food_0542,addr_0542,Address
food_0543,addr_0543,Address
food_0544,addr_0544,Address
food_0545,addr_0545,Address
food_0546,addr_0546,Address
food_0547,addr_0547,Address
food_0548,addr_0548,Address
food_0549,addr_0549,Address
food_0550,addr_0550,Address
food_0551,addr_0551,Address
food_0552,addr_0552,Address
food_0553,addr_0553,Address
food_0554,addr_0554,Address
food_0555,addr_0555,Address
food_0556,addr_0556,Address
food_0557,addr_0557,Address
food_0558,addr_0558,Address
food_0559,addr_0559,Address
food_0560,addr_0560,Address
food_0561,addr_0561,Address
food_0562,addr_0562,Address
food_0563,addr_0563,Address
food_0564,addr_0564,Address
food_0565,addr_0565,Address
food_0566,addr_0566,Address
food_0567,addr_0567,Address
food_0568,addr_0568,Address
food_0569,addr_0569,Address
food_0570,addr_0570,Address
food_0571,addr_0571,Address
food_0572,addr_0572,Address
food_0573,addr_0573,Address
food_0574,addr_0574,Address
food_0575,addr_0575,Address
food_0576,addr_0576,Address
food_0577,addr_0577,Address
food_0578,addr_0578,Address
food_0579,addr_0579,Address
food_0580,addr_0580,Address
food_0581,addr_0581,Address
food_0582,addr_0582,Address
food_0583,addr_0583,Address
food_0584,addr_0584,Address
food_0585,addr_0585,Address
food_0586,addr_0586,Address
food_0587,addr_0587,Address
food_0588,addr_0588,Address
food_0589,addr_0589,Address
food_0590,addr_0590,Address
food_0591,addr_0591,Address
food_0592,addr_0592,Address
food_0593,addr_0593,Address
food_0594,addr_0594,Address
food_0595,addr_0595,Address
food_0596,addr_0596,Address
food_0597,addr_0597,Address
food_0598,addr_0598,Address
food_0599,addr_0599,Address
food_0600,addr_0600,Address
food_0601,addr_0601,Address
food_0602,addr_0602,Address
food_0603,addr_0603,Address
food_0604,addr_0604,Address
food_0605,addr_0605,Address
food_0606,addr_0606,Address
food_0607,addr_0607,Address
food_0608,addr_0608,Address
food_0609,addr_0609,Address
food_0610,addr_0610,Address
food_0611,addr_0611,Address
food_0612,addr_0612,Address
food_0613,addr_0613,Address
food_0614,addr_0614,Address
food_0615,addr_0615,Address
food_0616,addr_0616,Address
food_0617,addr_0617,Address
food_0618,addr_0618,Address
food_0619,addr_0619,Address
food_0620,addr_0620,Address
food_0621,addr_0621,Address
food_0622,addr_0622,Address
food_0623,addr_0623,Address
food_0624,addr_0624,Address
food_0625,addr_0625,Address
food_0626,addr_0626,Address
food_0627,addr_0627,Address
food_0628,addr_0628,Address
food_0629,addr_0629,Address
food_0630,addr_0630,Address
food_0631,addr_0631,Address
food_0632,addr_0632,Address
food_0633,addr_0633,Address
food_0634,addr_0634,Address
food_0635,addr_0635,Address
food_0636,addr_0636,Address
food_0637,addr_0637,Address
food_0638,addr_0638,Address
food_0639,addr_0639,Address
food_0640,addr_0640,Address
food_0641,addr_0641,Address
food_0642,addr_0642,Address
food_0643,addr_0643,Address
food_0644,addr_0644,Address
food_0645,addr_0645,Address
food_0646,addr_0646,Address
food_0647,addr_0647,Address
food_0648,addr_0648,Address
food_0649,addr_0649,Address
food_0650,addr_0650,Address
food_0651,addr_0651,Address
food_0652,addr_0652,Address
food_0653,addr_0653,Address
food_0654,addr_0654,Address
food_0655,addr_0655,Address
food_0656,addr_0656,Address
food_0657,addr_0657,Address
food_0658,addr_0658,Address
food_0659,addr_0659,Address
food_0660,addr_0660,Address
food_0661,addr_0661,Address
food_0662,addr_0662,Address
food_0663,addr_0663,Address
food_0664,addr_0664,Address
food_0665,addr_0665,Address
food_0666,addr_0666,Address
food_0667,addr_0667,Address
food_0668,addr_0668,Address
food_0669,addr_0669,Address
food_0670,addr_0670,Address
food_0671,addr_0671,Address
food_0672,addr_0672,Address
food_0673,addr_0673,Address
food_0674,addr_0674,Address
food_0675,addr_0675,Address
food_0676,addr_0676,Address
food_0677,addr_0677,Address
food_0678,addr_0678,Address
food_0679,addr_0679,Address
food_0680,addr_0680,Address
food_0681,addr_0681,Address
food_0682,addr_0682,Address
food_0683,addr_0683,Address
food_0684,addr_0684,Address
food_0685,addr_0685,Address
food_0686,addr_0686,Address
food_0687,addr_0687,Address
food_0688,addr_0688,Address
food_0689,addr_0689,Address
food_0690,addr_0690,Address
food_0691,addr_0691,Address
food_0692,addr_0692,Address
food_0693,addr_0693,Address
food_0694,addr_0694,Address
food_0695,addr_0695,Address
food_0696,addr_0696,Address
food_0697,addr_0697,Address
food_0698,addr_0698,Address
food_0699,addr_0699,Address
food_0700,addr_0700,Address
food_0701,addr_0701,Address
food_0702,addr_0702,Address
food_0703,addr_0703,Address
food_0704,addr_0704,Address
food_0705,addr_0705,Address
food_0706,addr_0706,Address
food_0707,addr_0707,Address
food_0708,addr_0708,Address
food_0709,addr_0709,Address
food_0710,addr_0710,Address
food_0711,addr_0711,Address
food_0712,addr_0712,Address
food_0713,addr_0713,Address
food_0714,addr_0714,Address
food_0715,addr_0715,Address
food_0716,addr_0716,Address
food_0717,addr_0717,Address
food_0718,addr_0718,Address
food_0719,addr_0719,Address
food_0720,addr_0720,Address
food_0721,addr_0721,Address
food_0722,addr_0722,Address
food_0723,addr_0723,Address
food_0724,addr_0724,Address
food_0725,addr_0725,Address
food_0726,addr_0726,Address
food_0727,addr_0727,Address
food_0728,addr_0728,Address
food_0729,addr_0729,Address
food_0730,addr_0730,Address
food_0731,addr_0731,Address
food_0732,addr_0732,Address
food_0733,addr_0733,Address
food_0734,addr_0734,Address
food_0735,addr_0735,Address
food_0736,addr_0736,Address
food_0737,addr_0737,Address
food_0738,addr_0738,Address
food_0739,addr_0739,Address
food_0740,addr_0740,Address
food_0741,addr_0741,Address
food_0742,addr_0742,Address
food_0743,addr_0743,Address
food_0744,addr_0744,Address
food_0745,addr_0745,Address
food_0746,addr_0746,Address
food_0747,addr_0747,Address
food_0748,addr_0748,Address
food_0749,addr_0749,Address
food_0750,addr_0750,Address
food_0751,addr_0751,Address
food_0752,addr_0752,Address
food_0753,addr_0753,Address
food_0754,addr_0754,Address
food_0755,addr_0755,Address
food_0756,addr_0756,Address
food_0757,addr_0757,Address
food_0758,addr_0758,Address
food_0759,addr_0759,Address
food_0760,addr_0760,Address
food_0761,addr_0761,Address
food_0762,addr_0762,Address
food_0763,addr_0763,Address
food_0764,addr_0764,Address
food_0765,addr_0765,Address
food_0766,addr_0766,Address
food_0767,addr_0767,Address
food_0768,addr_0768,Address
food_0769,addr_0769,Address
food_0770,addr_0770,Address
food_0771,addr_0771,Address
food_0772,addr_0772,Address
food_0773,addr_0773,Address
food_0774,addr_0774,Address
food_0775,addr_0775,Address
food_0776,addr_0776,Address
food_0777,addr_0777,Address
food_0778,addr_0778,Address
food_0779,addr_0779,Address
food_0780,addr_0780,Address
food_0781,addr_0781,Address
food_0782,addr_0782,Address
food_0783,addr_0783,Address
food_0784,addr_0784,Address
food_0785,addr_0785,Address
food_0786,addr_0786,Address
food_0787,addr_0787,Address
food_0788,addr_0788,Address
food_0789,addr_0789,Address
food_0790,addr_0790,Address
food_0791,addr_0791,Address
food_0792,addr_0792,Address
food_0793,addr_0793,Address
food_0794,addr_0794,Address
food_0795,addr_0795,Address
food_0796,addr_0796,Address
food_0797,addr_0797,Address
food_0798,addr_0798,Address
food_0799,addr_0799,Address
food_0800,addr_0800,Address
food_0801,addr_0801,Address
food_0802,addr_0802,Address
food_0803,addr_0803,Address
food_0804,addr_0804,Address
food_0805,addr_0805,Address
food_0806,addr_0806,Address
food_0807,addr_0807,Address
food_0808,addr_0808,Address
food_0809,addr_0809,Address
food_0810,addr_0810,Address
food_0811,addr_0811,Address
food_0812,addr_0812,Address
food_0813,addr_0813,Address
food_0814,addr_0814,Address
food_0815,addr_0815,Address
food_0816,addr_0816,Address
food_0817,addr_0817,Address
food_0818,addr_0818,Address
food_0819,addr_0819,Address
food_0820,addr_0820,Address
food_0821,addr_0821,Address
food_0822,addr_0822,Address
food_0823,addr_0823,Address
food_0824,addr_0824,Address
food_0825,addr_0825,Address
food_0826,addr_0826,Address
food_0827,addr_0827,Address
food_0828,addr_0828,Address
food_0829,addr_0829,Address
food_0830,addr_0830,Address
food_0831,addr_0831,Address
food_0832,addr_0832,Address
food_0833,addr_0833,Address
food_0834,addr_0834,Address
food_0835,addr_0835,Address
food_0836,addr_0836,Address
food_0837,addr_0837,Address
food_0838,addr_0838,Address
food_0839,addr_0839,Address
food_0840,addr_0840,Address
food_0841,addr_0841,Address
food_0842,addr_0842,Address
food_0843,addr_0843,Address
food_0844,addr_0844,Address
food_0845,addr_0845,Address
food_0846,addr_0846,Address
food_0847,addr_0847,Address
food_0848,addr_0848,Address
food_0849,addr_0849,Address
food_0850,addr_0850,Address
food_0851,addr_0851,Address
food_0852,addr_0852,Address
food_0853,addr_0853,Address
food_0854,addr_0854,Address
food_0855,addr_0855,Address
food_0856,addr_0856,Address
food_0857,addr_0857,Address
food_0858,addr_0858,Address
food_0859,addr_0859,Address
food_0860,addr_0860,Address
food_0861,addr_0861,Address
food_0862,addr_0862,Address
food_0863,addr_0863,Address
food_0864,addr_0864,Address
food_0865,addr_0865,Address
food_0866,addr_0866,Address
food_0867,addr_0867,Address
food_0868,addr_0868,Address
food_0869,addr_0869,Address
food_0870,addr_0870,Address
food_0871,addr_0871,Address
food_0872,addr_0872,Address
food_0873,addr_0873,Address
food_0874,addr_0874,Address
food_0875,addr_0875,Address
food_0876,addr_0876,Address
food_0877,addr_0877,Address
food_0878,addr_0878,Address
food_0879,addr_0879,Address
food_0880,addr_0880,Address
food_0881,addr_0881,Address
food_0882,addr_0882,Address
food_0883,addr_0883,Address
food_0884,addr_0884,Address
food_0885,addr_0885,Address
food_0886,addr_0886,Address
food_0887,addr_0887,Address
food_0888,addr_0888,Address
food_0889,addr_0889,Address
food_0890,addr_0890,Address
food_0891,addr_0891,Address
food_0892,addr_0892,Address
food_0893,addr_0893,Address
food_0894,addr_0894,Address
food_0895,addr_0895,Address
food_0896,addr_0896,Address
food_0897,addr_0897,Address
food_0898,addr_0898,Address
food_0899,addr_0899,Address
food_0900,addr_0900,Address
food_0901,addr_0901,Address
food_0902,addr_0902,Address
food_0903,addr_0903,Address
food_0904,addr_0904,Address
food_0905,addr_0905,Address
food_0906,addr_0906,Address
food_0907,addr_0907,Address
food_0908,addr_0908,Address
food_0909,addr_0909,Address
food_0910,addr_0910,Address
food_0911,addr_0911,Address
food_0912,addr_0912,Address
food_0913,addr_0913,Address
food_0914,addr_0914,Address
food_0915,addr_0915,Address
food_0916,addr_0916,Address
food_0917,addr_0917,Address
food_0918,addr_0918,Address
food_0919,addr_0919,Address
food_0920,addr_0920,Address
food_0921,addr_0921,Address
food_0922,addr_0922,Address
food_0923,addr_0923,Address
food_0924,addr_0924,Address
food_0925,addr_0925,Address
food_0926,addr_0926,Address
food_0927,addr_0927,Address
food_0928,addr_0928,Address
food_0929,addr_0929,Address
food_0930,addr_0930,Address
food_0931,addr_0931,Address
food_0932,addr_0932,Address
food_0933,addr_0933,Address
food_0934,addr_0934,Address
food_0935,addr_0935,Address
food_0936,addr_0936,Address
food_0937,addr_0937,Address
food_0938,addr_0938,Address
food_0939,addr_0939,Address
food_0940,addr_0940,Address
food_0941,addr_0941,Address
food_0942,addr_0942,Address
food_0943,addr_0943,Address
food_0944,addr_0944,Address
food_0945,addr_0945,Address
food_0946,addr_0946,Address
food_0947,addr_0947,Address
food_0948,addr_0948,Address
food_0949,addr_0949,Address
food_0950,addr_0950,Address
food_0951,addr_0951,Address
food_0952,addr_0952,Address
food_0953,addr_0953,Address
food_0954,addr_0954,Address
food_0955,addr_0955,Address
food_0956,addr_0956,Address
food_0957,addr_0957,Address
food_0958,addr_0958,Address
food_0959,addr_0959,Address
food_0960,addr_0960,Address
food_0961,addr_0961,Address
food_0962,addr_0962,Address
food_0963,addr_0963,Address
food_0964,addr_0964,Address
food_0965,addr_0965,Address
food_0966,addr_0966,Address
food_0967,addr_0967,Address
food_0968,addr_0968,Address
food_0969,addr_0969,Address
food_0970,addr_0970,Address
food_0971,addr_0971,Address
food_0972,addr_0972,Address
food_0973,addr_0973,Address
food_0974,addr_0974,Address
food_0975,addr_0975,Address
food_0976,addr_0976,Address
food_0977,addr_0977,Address
food_0978,addr_0978,Address
food_0979,addr_0979,Address
food_0980,addr_0980,Address
food_0981,addr_0981,Address
food_0982,addr_0982,Address
food_0983,addr_0983,Address
food_0984,addr_0984,Address
food_0985,addr_0985,Address
food_0986,addr_0986,Address
food_0987,addr_0987,Address
food_0988,addr_0988,Address
food_0989,addr_0989,Address
food_0990,addr_0990,Address
food_0991,addr_0991,Address
food_0992,addr_0992,Address
food_0993,addr_0993,Address
food_0994,addr_0994,Address
food_0995,addr_0995,Address
food_0996,addr_0996,Address
food_0997,addr_0997,Address
