RestaurantID:ID,Name,URL,Price,Special,Review,:LABEL
food_0020,马华,https://you.ctrip.com/food/sydney236/8693157.html,¥97,"海南鸡饭 , Hainan Chicken Rice , curry beef and rice , seafood laksa , prawn laksa , beef laksa , chicken laksa , 鲜虾Laska , 鸡肉 虾肉Laska , 蔬菜Laska , 炸春卷","这家名叫马华的餐馆刚一见到，以为是中国的马华面馆在悉尼的连锁店，进去以后才知道，这里提供马来西亚和中国的餐食，故中文名称就叫马华。...
来自 35****933 的点评",Restaurant
food_0021,Le Monde Cafe,https://you.ctrip.com/food/2126966/8697698.html,¥92,"抹茶松饼 , 扇贝意面 , 三文鱼班尼迪克蛋 , 奇亚籽布丁 , 明虾意式扁面 , 鸡肉意式宽面","类似咖啡馆，不过从早餐就开始营业了，早午餐时间貌似是和晚上一样最热门的时间，运气不好还要排队，煎蛋可以选择双面或者单面，两者口感区...
来自 携程用户 的点评",Restaurant
food_0022,Mantecato,https://you.ctrip.com/food/balmain2127135/8698934.html,¥146,"Carpaccio di Manzo , Fritto Misto , Rapa rossa & testun al Barolo , Granchio e zucca , Gorgonzola, pere e noci , Pesce del Giorno","比较推荐的一家店，环境干干净净的，配合简约小清新的布置给人很温馨的感觉，牛油果色拉里有很大块的烤鸡肉，一下子把单调的色拉给提味提的...
来自 携程用户 的点评",Restaurant
food_0023,Phillips Foote Restaurant,https://you.ctrip.com/food/2127185/8699138.html,¥122,"Fillet Mignon , Roast Pork with Crackling , Beef and Red Wine Pot Pie , rump steak , T-bone Steak , Lamb Cutlets","烤肉bbq，中午的套餐只有店里烤好的肉，没有自己烤的那么新鲜，感觉烤好后已经放了很久的样子，调料是事先刷过一层烤肉酱的，自己可以撒点...
来自 携程用户 的点评",Restaurant
food_0024,Lynn Shanghai Cuisine,https://you.ctrip.com/food/sydney236/8699482.html,,"海鲜炒年糕 , 红烧牛肉面","这家中餐馆是上海风味餐馆，位于悉尼的卡斯特拉丽芙大街，距离海德公园不远。餐馆环境很不错，店堂装饰比较讲究，做得上海菜比较正宗。这里...
来自 35****933 的点评",Restaurant
food_0025,The Apollo,https://you.ctrip.com/food/2126753/8699520.html,¥195,"KING CRAB OMELETTE , CARAMELISED FRENCH TOAST , THE GROUNDS BIG BREKKLE , THE 'GROUND' BURGER , HOUSE SMOKED SALMON ON BRIOCHE , TOASTED BELGIUM WAFFLES","希腊大餐，环境服务无敌，满满的爱琴海氛围，鱼子奶油浓汤里还淡淡的加了巧克力味道酱，粗看黑暗料理实则好吃到爆，另外有个类似炸豆制品的...
来自 携程用户 的点评",Restaurant
food_0026,Toko Sydney,https://you.ctrip.com/food/2126966/8701317.html,¥244,"ko-tori hoba oven-yaki , kohituji to yasai suzuke zoe , kamo to nashi no namasu , hiramasa no usuzukuri , amiyaki ro-su niku no wafu sauce , honjitsu no osusume no osashimi","感觉就是一般的美式寿司店，日本料理除了食物味道以外，服务和摆盘也是必备的加分项，可惜欧美人不懂这套，搞出来的日料都挺微妙的，服务么...
来自 携程用户 的点评",Restaurant
food_0027,The Tea Room QVB,https://you.ctrip.com/food/sydney236/8705575.html,¥248,"下午茶套餐 , 布丁 , Scones , Earl Grey","一个下午茶套餐很多东西，价格也就三百人民币，不算太贵，可以慢慢的吃一个下午，很爽。里面的英式奶茶很好喝，马克龙味道也不错。
来自 Kevin 的点评",Restaurant
food_0028,Gelbison Pizzeria Ristorante Italiano,https://you.ctrip.com/food/2127204/8705738.html,¥195,"Zuppa di Cozze , Risotto Marinara , garlic bread","作为餐厅来说其实平平无奇，披萨意面什么的都一般，没有给人印象很深刻的味道，能让我来评价的主要原因是服务真的好，对于我们这种英语不好...
来自 携程用户 的点评",Restaurant
food_0029,Hyde Hacienda Sydney Bar + Lounge,https://you.ctrip.com/food/2127185/15552706.html,¥79,,"hacienda， 又森又有情调的小餐厅坐落在Pullman里，窗外就是海港大桥！ 鸡尾酒随意order，只要告诉Bar Tender你想喜欢什么水果
来自 正义的力量 的点评",Restaurant
food_0030,Anason - Turkish Restaurant,https://you.ctrip.com/food/barangaroo2126548/15554168.html,¥220,"manti , Börek , Balik Ekmek , Patlican , Balik , Chorba","你也游览过这个餐馆吗？
快来留下你精彩的点评吧",Restaurant
food_0031,The Meat & Wine Co Circular Quay,https://you.ctrip.com/food/2127185/14312446.html,¥244,"澳洲牛排 , 袋鼠肉 , Salmon , Lamb Shoulder , Prawn & Beef , Portuguese Chicken , Premium Beef Burger , Ribs Platter","这家西餐馆也兼红酒吧，位于悉尼的环形码头不远处。这里的牛肉是它的招牌，不仅牛肉新鲜质量好，而且红酒也有多种，在这里吃饭再配点美酒，...
来自 35****933 的点评",Restaurant
food_0032,Mamak Chatswood,https://you.ctrip.com/food/chatswood2126538/8694626.html,¥122,,"口味太濃郁純正了，價格大眾，Roti 是現場做的松軟可口絕對值得一試。
来自 christinayiyan 的点评",Restaurant
food_0033,Sweet Belem,https://you.ctrip.com/food/petersham2127142/8696171.html,¥51,"咖啡 , 葡式蛋挞 , Banana and Ginger Cheesecake , Broa De Milho , Queijada , Pineapple Cake , Seasonal Fresh Fruit Tarts , Orange Roulade , 咸焦糖Molotofe , 奶巧核桃 , 菠萝蛋糕 , 招牌葡式蛋挞 , 百香果蛋挞","不是很长见的葡萄牙风味，里斯本意面粗看就是一般的意大利肉酱面，仔细品尝可以发现还是有很大的不同，面条相对一般的来说硬度要硬很多，而...
来自 携程用户 的点评",Restaurant
food_0034,Bavarian Bier Cafe,https://you.ctrip.com/food/parramatta2126904/8697437.html,¥523,"salt'n' pepper squid , Original wiener schnitzel , Munich Brewers Platter , Our Award Winning Sausage Platter , Spice Rubbed Wagyu Beef Tri Tip Steak , Porcini Tortellini","德式酒吧pub，吃的么就全是德系老三样，猪肘，香肠，啤酒，猪肘是腌制过的，太咸，不好吃，香肠有选择口味，香草味的很特别，啤酒是重头戏...
来自 携程用户 的点评",Restaurant
food_0035,Toriciya,https://you.ctrip.com/food/cammeray2127094/23623316.html,¥532,"Fried Chicken Karaage , Kingfish & Jalapeno Carpaccio yuzu soy sauce , Wagyu Beef Steak , Seafood Tempura , Yakitori Skewers (momo, tsukune, pork belly) , Assorted sashimi","日式烤肉和撸串店，有点类似居酒屋，不过日本酒比较少，基本都是澳洲和欧洲的啤酒，而且本身来的都是些欧美人，一堆老外聚集在居酒屋里总感...
来自 携程用户 的点评",Restaurant
food_0036,Tim Ho Wan,https://you.ctrip.com/food/melbourne312/15319834.html,¥122,"水晶虾饺 , 酥皮叉烧包 , 爽滑鸭润肠（Vermicelli Roll with Liver） , 豉汁蒸肉排（Pork Rib with Black Bean Sauce） , 酥皮焗叉烧包（Baked Bun with BBQ Pork） , 晶莹鲜虾饺（Prawn Dumpling） , 鲍汁焖凤爪（Braised Chicken Feet with Abalone Sauce） , 香煎萝卜糕（Pan-Fried Radish Cakes） , 豉汁蒸肉排 , 香滑马拉糕 , 古法糯米鸡 , 百味蒸凤爪 , 菠菜鲜虾饺 , 黑松露豆腐 , 皮蛋瘦肉粥","我在墨尔本住了三个晚上，每天去唐人街吃饭每天经过看到都是人满，所以那天从大洋路回来比较晚还好有位。这间店是香港式的点心为主，一小份...
来自 远行的猫咪 的点评",Restaurant
food_0037,Jack B. Nimble,https://you.ctrip.com/food/maidstone1465731/15319862.html,¥151,"Omelette , French Toast , Chai Latte , gnocchi , Croissant , Milk Bun","很适合带孩子来的咖啡店哦，里面还有画纸给孩子画画，咖啡做的不错，拿铁做的比较传统的，火腿黄油可颂的也和也很不错，热加工的那种。
来自 Kevin 的点评",Restaurant
food_0038,Bentley Restaurant & Bar,https://you.ctrip.com/food/2127185/14308490.html,¥660,"袋鼠肉 , 神户牛肉 , 精选和牛 , 酸橘汁腌扇贝 , 酸橘汁腌鱼 , 菲力牛排 , 香煎袋鼠腰肉","前菜比较普通，没有什么惊喜，还以为花大钱结果踩雷了，等上色拉的时候就开始陆续有惊喜了，主菜尤其出色，刷新了我对西餐的一贯认知！
来自 携程用户 的点评",Restaurant
food_0039,Banana Leaf Thai:East Brisbane,https://you.ctrip.com/food/1464434/14204339.html,¥146,"马沙曼咖喱 , 爆炒肉片 , 鸡肉炒饭 , 泰式鸡肉沙拉 , 鸡肉绿咖喱 , 泰式炒河粉","Banana Leaf Thai Restaurant是一家有板有眼的泰式餐厅。【口味】不错【环境】很好【服务】很好
来自 Tree-Li 的点评",Restaurant
food_0040,Haven Specialty Coffee(Rosebery - Cafe),https://you.ctrip.com/food/rosebery2126784/14550275.html,¥127,"猪肉泡菜汉堡 , Genmaicha Tea Chicken Burger , Signature Pork Belly Kimcheese Burger , Awesome Kimcheese(Egg Waffle ) , Banana & Nutella(Egg Waffle ) , Smoked Salmon Fritters , Tartare Smoked Salmon , 鳗鱼紫米饭 , flat white , 抹茶鸡蛋仔 , 抹茶红豆鸡蛋仔 , 三文鱼汉堡 , 冰滴咖啡 , 墨鱼面 , 提拉米苏鸡蛋仔 , 三文鱼墨鱼汁意面 , 泡菜奶酪蛋仔饼 , 素班尼迪克","打卡Haven，位于悉尼很有人气的咖啡和brunch街区，算是家开业以来料理颜值和口碑都在线的精品cafe。咖啡是一大特色，也是来到这里的必点。B...
来自 澳世乐享AusomeAsia-Jo 的点评",Restaurant
food_0041,皇冠逍遥之都,https://you.ctrip.com/food/southbank1465890/64296.html,,,"很一一般，没有马来西p亚云顶好。，游乐项目太少太少了！！！
来自 133****1198 的点评",Restaurant
food_0042,Bacchus,https://you.ctrip.com/food/2125888/458554.html,¥489,"牡蛎 , 澳洲牛排 , 茴香沙拉 , 澳洲葡萄酒 , 烟熏鸭胸肉 , 意式烩牛膝 , 烤剑鱼 , 烤羊排 , 肉眼牛排","Bacchus是布里斯班一家很不错的餐厅，一般是他家的茴香沙拉，很有特点。【口味】很好【环境】不错【服务】很好
来自 Tree-Li 的点评",Restaurant
food_0043,Grill Steak Seafood,https://you.ctrip.com/food/melbourne312/8773106.html,¥391,"袋鼠肉 , risotto seafood , 菲力牛排 , 丁骨牛排 , 菲力 , Rosemary Potato , Barramundi Fillet , 烤猪肋排 , 凯撒沙拉","Grill steak seafood，就在市区中心，很多人的一条巷子里，扇贝类的海经过烤制后非常不错，袋鼠肉大家都说怪怪的[挖鼻]，配上一杯红酒，看...
来自 没有蜡olling 的点评",Restaurant
food_0044,STOKEHOUSE Q,https://you.ctrip.com/food/2125888/461877.html,¥401,"澳洲牛排 , 意大利培根鸡肉卷 , 扇贝意面 , 酸橘汁腌鱼 , 烤猪肉 , 草饲牛肉挞 , 腌西澳虎鱼生","Stokehouse Q位于Sidon Street | South Bank, Brisbane, Queensland QLD 4101, Australia，这里的员工服务可以打5星。他们为我们推荐的食物...
来自 Zz 珍珍Zz 的点评",Restaurant
food_0045,China Chilli,https://you.ctrip.com/food/melbourne312/8779617.html,¥195,"毛血旺 , 火锅 , 辣子鸡 , 肥牛 , 茄子煲 , 鱼包蛋 , 水煮牛柳 , 原笼粉蒸肉 , 千层肚 , 酸梅汤 , 水煮鱼","墨尔本的蜀香坊是一家正宗的川菜馆，每道菜都是满眼的红色，芝麻，花椒，红辣椒一看就勾起人无尽的食欲。味道真的相当好，麻的刺激辣的够爽...
来自 juki235 的点评",Restaurant
food_0046,Little Snail,https://you.ctrip.com/food/pyrmont2126870/8705937.html,¥244,"蜗牛 , veal , Salt and Pepper Squid , Escargot de Bourgogne , Escargots de Bourgogne , Mushroom and Leek Crepe , Steamed Broccolini , Salmon Roulade , Pate Maisons , KANGAROO FILLET , FILLET OF BEEF TENDERLOIN , KAHLUA INFUSED CHOCOLATE MOUSSE , CITRUS MARINATED TASMANIAN SALMON , PATE MAISON","虽然号称是法式餐厅，其实也就是家普通西餐厅的水准，整体环境普通，服务稍微有些欠缺，上菜毫无秩序，管你吃没吃完就往桌子上上菜，搞到最...
来自 携程用户 的点评",Restaurant
food_0047,金唐海鲜酒家,https://you.ctrip.com/food/haymarket2126388/454718.html,¥342,"海鲜 , 渤海鲍鱼 , 蒸鱼 , 堂灼鲍鱼 , 清蒸青衣 , 龙虾 , 皇帝蟹三食 , 冷菜牛展 , 龙虾依面 , 炒蜆加米粉底 , 泥蟹焗粉丝 , 北菇爬时蔬 , 炒粒粒 , 三式炸盘 , 龙虾油面 , XO炒蚬 , 茄子 , 虾球 , 姜葱炒龙虾 , 生菜包 , 上汤菠菜 , 脆皮烧肉 , 姜葱炒蟹 , 蒜蓉芥蓝 , 鲍鱼鸡粥 , 椒盐鲜鱿 , 玉米胡萝卜排骨汤 , 炒螺片 , 蟹肉粟米羹 , 蟹肉粉丝煲 , 姜葱焗龙虾 , 鲍鱼粥","有人说：“如果你没在金唐海鲜酒家吃过饭，你不算来过悉尼。”于是，在逛完悉尼鱼市场后，我们来到金唐海鲜酒家二楼用餐。金唐海鲜餐馆以经...
来自 银沐helen 的点评",Restaurant
food_0048,HQ's On William,https://you.ctrip.com/food/1470691/8772099.html,¥293,,"最近我和太太总来吃，靠近墨尔本雷迪森酒店，从维多利亚市场走过来只有几分钟，就在法莱格夫公园马路对面，我要了牛排，黑安格斯配沙拉和薯...
来自 阿呆呆 的点评",Restaurant
food_0049,NOBU MELBOURNE,https://you.ctrip.com/food/southbank1465890/8772857.html,¥391,"蜜汁银鳕鱼 , yellowtail sashimi , Toro Tartar , 吞拿鱼寿司 , Beef Tataki , Black cod miso","Nobu是一间开在酒吧中的日料店，提供融合创新的日本料理。例如会在三文鱼生上浇上热油和葱花，带有烧烤的味道，大块的银鳕鱼肉涂抹上蜜汁烤...
来自 喜乐亲子日常 的点评",Restaurant
food_0050,San Telmo,https://you.ctrip.com/food/2124714/8773775.html,¥538,"烤奶酪 , 炸鱼 , Hanger Steak , 焦糖布丁 , 肉眼牛排 , 菲力牛排","吃了烤鹅肝和烤扇贝，一如既往地鲜美，这里的几个南美侍应生也一如既往的好客。有个英国人吃饱离开时，特意跑来跟我说一定要点这里的煎血肠...
来自 没有蜡olling 的点评",Restaurant
food_0051,GOMA Restaurant,https://you.ctrip.com/food/2125888/459721.html,¥342,"烤羊肉 , 烤乳猪 , Angus beef burger , 烤鸭胸 , 鞑靼小牛肉 , 提拉米苏","Goma Restaurant，极高的辨识度，香料爱好者福利。味道不一定是布村最好的，但是算得上是尝试得价值最高的一家餐厅。
来自 没有蜡olling 的点评",Restaurant
food_0052,Cicada,https://you.ctrip.com/food/brisbane323/459907.html,¥96,,"I dropped in here 1 day ago to grab a quick take away not expecting much. The takeaway avocado on sourdough - a must! Great serve ...
来自 TA用户 的点评",Restaurant
food_0053,Ponyfish Island,https://you.ctrip.com/food/southbank1465890/8775549.html,¥195,,"奶油培根意面，咋说呢，我男朋友不是很喜欢奶奶的口感，我觉得吃奶油意面的时候吃了一嘴酱汁很可爱啊！我也觉得味道很正！特别好吃～
来自 红妆人Nefelibata 的点评",Restaurant
food_0054,竹取料理,https://you.ctrip.com/food/melbourne312/8779787.html,¥220,"豚骨拉面 , 提拉米苏 , 三文鱼 , 天妇罗生蚝 , Ebi Mayo , 梨派，疯狂寿司卷 , 烤莫顿湾小龙虾 , 白鱼刺身 , 和牛寿司卷 , 海鲜锅 , 扇贝 , 抹茶冰淇淋 , 天妇罗虾 , 三文鱼炒饭 , 三文鱼寿司卷 , 牛肉刺身 , 龙虾卷 , 鳕鱼锅 , 和牛锅 , 软壳蟹寿司卷 , 软壳蟹卷 , 刺身拼盘 , 牛舌 , 竹取龙虾寿司卷 , 甜辣白鱼刺身 , 苹果酱天妇罗虾 , 香煎扇贝 , 香烤莫顿湾小龙虾 , 烤鳗鱼 , 寿喜锅","里面的拉面味道很不错，寿司很好吃，龙虾寿司不贵，很多龙虾肉，彩虹卷也很好吃哦。天妇罗做的一般般，感觉油放的太多了，不过大虾挺新鲜。
来自 Kevin 的点评",Restaurant
food_0055,天府川菜馆,https://you.ctrip.com/food/2125081/8780098.html,¥293,"夫妻肺片 , 凉粉 , 水煮鱼 , 火锅 , 酸菜鱼 , 尖椒鸡 , 石锅焖羊排 , 铁板茶树菇鸡 , 生爆娃娃菜 , 荷花盐煎肉 , Mapo Tofu , 鱼香茄子 , 万州烤鱼 , 豆花鱼 , 沸腾鱼 , 茶树菇肉丝 , 口水凉面 , 美容猪蹄 , 宫保龙虾 , 凉面 , 辣子鸡 , 夫妻肺片 , Cumin Lamb","这家天府川菜馆绝对是我这次澳洲之行吃到的最好的一次中餐，这家餐厅的川菜制作的感觉比国内还要正宗好吃，菜色漂亮而且量足，麻辣到位感觉...
来自 juki235 的点评",Restaurant
food_0056,European Restaurant,https://you.ctrip.com/food/perth2014499/8923959.html,¥141,"烤卤猪 , 黑森林蛋糕","没有去过瑞典，不知道餐厅的装潢算不算瑞典风格，不过很有中东风格，里面的选择不多，只有肉类貌似只有牛肉，虾鱼，虾很新鲜，首推他的甜点...
来自 鱼眼看天下 的点评",Restaurant
food_0057,St Ali Coffee Roasters,https://you.ctrip.com/food/2124853/8787529.html,¥176,"烤西兰花 , 龙虾汉堡 , flat white , 咖啡 , 甜玉米馅饼 , 炸鱼辣卷饼 , truffle deluxe toastie","St Ali | South Melbourne 昨晚特别想吃pancake 捧着zomato挑了半天都没选到一家心仪的 今早就还是来了St Ali～Pancake是比较厚的那种 口感...
来自 没有蜡olling 的点评",Restaurant
food_0058,The Plough Inn,https://you.ctrip.com/food/2125888/8789529.html,¥269,"扁豆沙拉 , 牛排三明治 , 香烤猪排 , 烤牛肋排 , 烤羊小腿 , 洋葱圈","Great food, good serviceI have fined at the Plough Inn a few times over the last month and can’t fault it. Great atmosphere, amaz...
来自 M30****3741 的点评",Restaurant
food_0059,Port Office Dining Room,https://you.ctrip.com/food/brisbane323/8789663.html,¥293,"烤羊肩 , 澳洲葡萄酒 , 香烤猪排 , 烤番茄 , 鲜虾意面 , 香煎澳洲肺鱼 , 西班牙炸土豆丸","Meeting placeEnjoyed a light lunch in the dining room - meal was tasty and met our requirements. Wine was good as well, good locat...
来自 M30****3741 的点评",Restaurant
food_0060,The Groove Train,https://you.ctrip.com/food/brisbane323/8789676.html,¥122,澳洲龙虾（澳龙）,"The_Groove_Train,知名的連鎖複合式餐廳，位於布里斯班河畔、故事橋附近，兼具英式、義式風格的餐品選擇，以及美麗風景的特色。在上午11:30...
来自 Sam_Hsieh 的点评",Restaurant
